UsageDate,SubscriptionName,CostUSD,Cost,Currency
12/1/2025,,-5.767195361,-5.767195361,USD
12/1/2025,Digital Engineering Fabric Production,23256.88538,23256.88538,USD
12/1/2025,Digital Engineering TDD Datacenter Services Development,66.63428248,66.63428248,USD
12/1/2025,Shared SaaS,7951.262175,7951.262175,USD
12/1/2025,TCOLV-Transit,1631.13248,1631.13248,USD
12/1/2025,Digital Engineering Site Reliability Engineering Production,16142.19752,16142.19752,USD
12/1/2025,Information Technology My MGM Lite Production,456.887101,456.887101,USD
12/1/2025,Digital Engineering Itinerary Production,7297.455361,7297.455361,USD
12/1/2025,Digital Engineering Legacy Loyalty Development,5002.718663,5002.718663,USD
12/1/2025,AI Automation Development,0.000610573,0.000610573,USD
12/1/2025,Digital Engineering AIMLDS Production,1095.427079,1095.427079,USD
12/1/2025,Information Technology Employee Hub Production,2392.420612,2392.420612,USD
12/1/2025,Digital Engineering Quality Engineering Development,354.8201869,354.8201869,USD
12/1/2025,Digital Engineering Product Information Management Production,23938.62553,23938.62553,USD
12/1/2025,Digital Engineering CMP Development,95.73679778,95.73679778,USD
12/1/2025,Digital Engineering Content Search Development,19043.69785,19043.69785,USD
12/1/2025,Digital Engineering Booking Production,102360.6198,102360.6198,USD
12/1/2025,Digital Engineering Identity v2 Development,4560.10424,4560.10424,USD
12/1/2025,Digital Engineering Guest Services Development,49027.79297,49027.79297,USD
12/1/2025,Digital Engineering GraphQL Development,0.0017901,0.0017901,USD
12/1/2025,Digital Engineering Commit Purchase Production,27777.77,27777.77,USD
12/1/2025,Digital Engineering Product Information Management Development,4434.793254,4434.793254,USD
12/1/2025,TDD Platform Development,739.0580726,739.0580726,USD
12/1/2025,Digital Engineering CIG Loyalty Development,26854.1404,26854.1404,USD
12/1/2025,Digital Engineering CIG Data Development,63214.80457,63214.80457,USD
12/1/2025,Digital Engineering CIG Sandbox,95.42530677,95.42530677,USD
12/1/2025,Information Technology IAM Production,5.241341446,5.241341446,USD
12/1/2025,Digital Engineering Itinerary Development,2136.598042,2136.598042,USD
12/1/2025,Digital Engineering CIG Production,224.3581923,224.3581923,USD
12/1/2025,Digital Engineering Booking Development,27315.65169,27315.65169,USD
12/1/2025,Digital Engineering ICE Production,9793.364938,9793.364938,USD
12/1/2025,Digital Engineering Configuration Services Development,10145.96244,10145.96244,USD
12/1/2025,Digital Engineering CIG ResortTech Production,12448.73636,12448.73636,USD
12/1/2025,Digital Engineering Non Ecommerce Development,1125.622325,1125.622325,USD
12/1/2025,Information Technology Security Development,2909.166312,2909.166312,USD
12/1/2025,TDD Platform Sandbox,446.500164,446.500164,USD
12/1/2025,Digital Engineering Payment Development,43690.00594,43690.00594,USD
12/1/2025,Information Technology Gaming & Hospitality Development,1891.292222,1891.292222,USD
12/1/2025,Digital Engineering GraphQL Production,0.0016497,0.0016497,USD
12/1/2025,Digital Engineering ICE Development,5033.336141,5033.336141,USD
12/1/2025,Connectivity Edge,9524.002932,9524.002932,USD
12/1/2025,Digital Engineering Web Gen 3 Production,13865.73689,13865.73689,USD
12/1/2025,IT Security Development,0.005995272,0.005995272,USD
12/1/2025,Digital Engineering Intent Production,343.4463265,343.4463265,USD
12/1/2025,Digital Engineering Marketplace Purchase Development,9588.04,9588.04,USD
12/1/2025,TDD Platform Production,1442.679796,1442.679796,USD
12/1/2025,Digital Engineering Event Infrastructure Development A,2253.886352,2253.886352,USD
12/1/2025,Digital Engineering Contentstack Production,1638.01133,1638.01133,USD
12/1/2025,TCOLV-Production,308.1432062,308.1432062,USD
12/1/2025,Digital Engineering Intent Development,1131.534013,1131.534013,USD
12/1/2025,Information Technology Security Production,14864.66487,14864.66487,USD
12/1/2025,Information Technology Gaming & Hospitality Production,410.8450662,410.8450662,USD
12/1/2025,Digital Engineering BetMGM Production,2110.167581,2110.167581,USD
12/1/2025,Digital Workspaces Services,0.021851851,0.021851851,USD
12/1/2025,Digital Engineering Site Reliability Engineering Development,15385.66693,15385.66693,USD
12/1/2025,Digital Engineering CRM Personalization QA,16707.92797,16707.92797,USD
12/1/2025,TCOLV-Test,2320.569003,2320.569003,USD
12/1/2025,TDD MarTech Services Production,4151.602591,4151.602591,USD
12/1/2025,Information Technology Employee Hub Development,1154.34317,1154.34317,USD
12/1/2025,TDD MarTech Services Development,1324.401374,1324.401374,USD
12/1/2025,Digital Engineering CIG Loyalty Production,55637.06249,55637.06249,USD
12/1/2025,MGM IAM Development,20.07260632,20.07260632,USD
12/1/2025,Digital Engineering Data Services Production,284790.5349,284790.5349,USD
12/1/2025,Production,11827.93143,11827.93143,USD
12/1/2025,Digital Engineering Sandbox,729.3312534,729.3312534,USD
12/1/2025,Digital Engineering Cloud FinOps Development,103.1175187,103.1175187,USD
12/1/2025,Digital Engineering CMP Production,17082.98646,17082.98646,USD
12/1/2025,Digital Engineering Content Search Production,979.6645398,979.6645398,USD
12/1/2025,Digital Engineering Cloud FinOps Sandbox,161.8780224,161.8780224,USD
12/1/2025,Automation Services,54914.01257,54914.01257,USD
12/1/2025,Digital Engineering CIG ResortTech Development,23459.06193,23459.06193,USD
12/1/2025,Digital Engineering Configuration Services Production,15988.45386,15988.45386,USD
12/1/2025,Information Technology IAM Development,874.9401068,874.9401068,USD
12/1/2025,Microsoft Azure Enterprise,62594.34001,62594.34001,USD
12/1/2025,Digital Engineering Shopping Cart Development,2870.893687,2870.893687,USD
12/1/2025,Digital Engineering Payment Production,71066.16986,71066.16986,USD
12/1/2025,Information Technology Shared Services,65336.39292,65336.39292,USD
12/1/2025,Digital Engineering Shared Services,22705.07624,22705.07624,USD
12/1/2025,Digital Engineering Identity Development,3343.47353,3343.47353,USD
12/1/2025,Digital Engineering Guest Services Production,23787.13316,23787.13316,USD
12/1/2025,Digital Engineering Web Gen 3 Development,4322.772207,4322.772207,USD
12/1/2025,GraphQL Development,1800.243878,1800.243878,USD
12/1/2025,GraphQL Production,0.008216329,0.008216329,USD
12/1/2025,Digital Engineering Book Now Production,1648.330114,1648.330114,USD
12/1/2025,GraphQL QA,0.008446306,0.008446306,USD
12/1/2025,Digital Engineering Shopping Cart Production,5778.409337,5778.409337,USD
12/1/2025,Digital Engineering Non Ecommerce Production,6903.592291,6903.592291,USD
12/1/2025,TCOLV-Gaming,0.000060264,0.000060264,USD
12/1/2025,Enterprise Search Engine Optimization Production,0.062346638,0.062346638,USD
12/1/2025,Digital Engineering CIG Data Production,80488.29557,80488.29557,USD
12/1/2025,Digital Engineering Customer Production,14290.12084,14290.12084,USD
12/1/2025,IT Security Production,0.008018419,0.008018419,USD
12/1/2025,Digital Engineering CRM Personalization Production,143092.2127,143092.2127,USD
12/1/2025,Digital Engineering Identity Production,22587.39762,22587.39762,USD
12/1/2025,Digital Engineering CRM Personalization Development,7062.695718,7062.695718,USD
12/1/2025,Digital Engineering Legacy Loyalty Production,11112.35848,11112.35848,USD
12/1/2025,MGM Horizon Development,0.008609459,0.008609459,USD
12/1/2025,Digital Engineering CIG Development,200.9851476,200.9851476,USD
12/1/2025,Digital Engineering TDD Datacenter Services Production,1.14542748,1.14542748,USD
12/1/2025,Digital Engineering Book Now Development,1279.364622,1279.364622,USD
12/1/2025,DNS Services,805.2868968,805.2868968,USD
12/1/2025,GraphQL Preprod,0.008283712,0.008283712,USD
12/1/2025,TCOLV-Sandbox,88.70869956,88.70869956,USD
12/1/2025,Monitoring Services,0.008141002,0.008141002,USD
12/1/2025,Information Technology My MGM Lite Development,298.1374546,298.1374546,USD
12/1/2025,Digital Engineering Contentstack Development,4745.527044,4745.527044,USD
12/1/2025,Digital Engineering Internal AI Development,0.00177066,0.00177066,USD
12/1/2025,Information Technology Point of Sale Development,3353.429755,3353.429755,USD
12/1/2025,Digital Engineering Customer Development,3998.161188,3998.161188,USD
12/1/2025,Digital Engineering Data Services Development,62314.35919,62314.35919,USD
12/1/2025,Digital Engineering AIMLDS Development,22268.69478,22268.69478,USD
12/1/2025,Digital Engineering Event Infrastructure Production,664.8100018,664.8100018,USD
12/1/2025,Microsoft Azure Enterprise,49.5,49.5,USD
12/1/2025,Digital Engineering Identity v2 Production,2575.750113,2575.750113,USD
,,1723479.11,,
